Nokta,Pole,Slot,SlotType,MagThk_mm,Embrace,Magnet,AirgapFlux_T,Cogging_Nm,Efficiency_%,Torque_Nm,Durum
706,8,12,1,4.73,0.602,SmCo28,0.360086,0.782401,92.0943,1.30143,OK
707,8,12,1,4.34,0.799,SmCo28,0.330828,0.69769,92.4256,1.42782,OK
708,8,12,3,4.87,0.859,SmCo28,0.313444,0.625643,92.8751,1.41989,OK
709,16,24,1,6.42,0.656,SmCo28,0.508698,0.92386,86.6948,3.85454,OK
710,4,12,1,7.78,0.599,Alnico9,0.0549714,0.0187965,0.431534,4.07931,OK
711,4,12,1,6.96,0.875,SmCo28,0.0905448,0.0514637,97.6347,0.415755,OK
712,20,24,3,4.64,0.512,Alnico9,0.125267,0.0246697,93.7533,0.589691,OK
713,4,12,3,6.49,0.809,Alnico9,0.0727533,0.033311,98.1336,0.350439,OK
714,8,12,3,7.83,0.687,SmCo28,0.157136,0.0863486,94.9225,0.610674,OK
715,20,24,2,4.68,0.622,SmCo28,0.803404,3.12937,73.019,3.46939,OK
716,4,12,2,7.37,0.894,Alnico9,0.0512345,0.0164496,0.38491,4.63595,OK
717,14,12,1,7.76,0.537,Alnico9,,,,,OKUMA_HATA
718,14,12,3,7.7,0.778,NdFe35,,,,,OKUMA_HATA
719,16,24,2,7.04,0.852,NdFe35,0.393935,3.00912,89.0592,3.54159,OK
720,14,12,1,4.4,0.714,SmCo28,,,,,OKUMA_HATA
721,4,12,2,6.31,0.833,SmCo28,0.112415,0.0795906,97.312,0.498865,OK
722,16,24,1,5.81,0.675,Alnico9,0.12889,0.0490835,94.7147,1.12044,OK
723,4,12,1,6.99,0.769,SmCo28,0.0954943,0.0572157,97.5772,0.401252,OK
724,16,24,2,4.67,0.738,NdFe35,0.640771,6.75887,84.3077,5.24921,OK
725,10,12,1,7.42,0.527,NdFe35,0.292546,0.144195,90.4586,0.57013,OK
726,16,24,1,5.63,0.592,SmCo28,0.606117,6.02208,86.1498,4.31685,OK
727,4,12,1,6.98,0.71,NdFe35,0.101386,0.0628559,97.5791,0.403226,OK
728,14,12,2,7.97,0.865,SmCo28,,,,,OKUMA_HATA
729,20,24,1,7.52,0.64,NdFe35,0.501105,0.747475,79.2019,2.17212,OK
730,10,12,3,4.15,0.889,NdFe35,0.442905,0.48253,80.5109,1.12802,OK
731,8,12,1,6.63,0.526,NdFe35,0.282412,0.500466,93.6204,0.968361,OK
732,20,24,2,8.23,0.53,NdFe35,0.416414,0.549305,83.4184,1.61433,OK
733,14,12,2,4.14,0.877,NdFe35,,,,,OKUMA_HATA
734,10,12,2,7.47,0.584,NdFe35,0.270045,0.173723,89.3106,0.556967,OK
735,16,24,1,6.62,0.581,NdFe35,0.542471,4.98431,87.1446,3.82665,OK
736,16,24,2,5.01,0.838,Alnico9,0.126172,0.312926,95.0874,1.26144,OK
737,16,24,1,7.59,0.566,Alnico9,0.132747,0.308335,95.1918,1.02833,OK
738,8,12,2,8.49,0.734,SmCo28,0.0996504,0.0583658,96.0113,0.404671,OK
739,4,12,1,4.6,0.659,NdFe35,0.169124,0.0843643,96.765,0.646233,OK
740,20,24,3,5.71,0.556,NdFe35,0.779495,3.23033,76.9372,3.13874,OK
741,14,12,3,5.44,0.896,SmCo28,,,,,OKUMA_HATA
742,14,12,1,7.09,0.72,Alnico9,,,,,OKUMA_HATA
743,4,12,2,6.74,0.68,Alnico9,0.0751835,0.0234571,0.395366,5.04239,OK
744,20,24,2,6.95,0.701,NdFe35,0.570443,1.18059,74.6585,2.6045,OK
745,10,12,3,4.25,0.84,Alnico9,0.126953,0.00927929,91.9282,0.365812,OK
746,4,12,3,7.39,0.857,NdFe35,0.0786814,0.0387737,97.648,0.355907,OK
747,20,24,1,7.56,0.505,SmCo28,0.534633,0.169359,82.692,2.01544,OK
748,16,24,1,6.7,0.792,SmCo28,0.445916,3.72302,88.3753,3.82215,OK
749,8,12,2,6.09,0.742,SmCo28,0.262842,0.41997,92.8843,1.07571,OK
750,16,24,3,8.15,0.782,Alnico9,0.126515,0.292261,94.9353,1.17523,OK
751,16,24,1,4.4,0.823,SmCo28,0.612913,7.39522,86.4138,5.41607,OK
752,14,12,2,8.41,0.799,SmCo28,,,,,OKUMA_HATA
753,4,12,1,5.74,0.677,SmCo28,0.134251,0.0644217,97.1906,0.5202,OK
754,10,12,3,7.81,0.56,SmCo28,0.234256,0.125856,91.0986,0.47301,OK
755,20,24,3,6.53,0.532,SmCo28,0.658554,1.54686,79.7415,2.58159,OK
756,4,12,3,6.93,0.788,Alnico9,0.064387,0.0260224,98.2399,0.303734,OK
757,4,12,3,8.45,0.894,Alnico9,0.0277205,0.00479135,0.455342,3.24059,OK
758,8,12,2,7.74,0.649,NdFe35,0.175019,0.0965484,94.5115,0.674794,OK
759,8,12,3,5.23,0.574,SmCo28,0.343555,0.737917,92.5109,1.20998,OK
760,8,12,1,4.76,0.886,SmCo28,0.316969,0.642275,92.9853,1.46723,OK
761,10,12,1,7.22,0.634,NdFe35,0.279322,0.147932,88.5578,0.603025,OK
762,10,12,1,5.77,0.69,Alnico9,0.131785,0.0276347,93.0843,0.33627,OK
763,8,12,2,7.19,0.87,SmCo28,0.174652,0.192367,94.7542,0.796709,OK
764,16,24,1,5.88,0.639,SmCo28,0.560346,2.77334,86.2058,4.23045,OK
765,4,12,1,6.39,0.815,Alnico9,0.0744955,0.0349456,98.1501,0.361062,OK
766,16,24,2,5.19,0.634,SmCo28,0.6208,3.9762,84.6087,4.66128,OK
767,16,24,3,7.12,0.816,NdFe35,0.39394,2.9713,89.2294,3.44352,OK
768,20,24,3,4.59,0.656,NdFe35,0.815176,0.94868,72.7315,3.61779,OK
769,20,24,3,6.74,0.651,SmCo28,0.581386,0.642272,77.1793,2.55575,OK
770,10,12,1,5.85,0.546,SmCo28,0.398036,0.355764,88.1236,0.795157,OK
771,8,12,1,5.22,0.541,SmCo28,0.359074,0.815941,92.6449,1.21691,OK
772,8,12,1,6.18,0.577,Alnico9,0.131993,0.107706,0.430152,19.1348,OK
773,4,12,1,5.1,0.531,NdFe35,0.184339,0.21563,96.0707,0.629145,OK
774,8,12,3,5.39,0.546,SmCo28,0.346131,0.756616,92.7255,1.187,OK
775,16,24,1,8.28,0.551,Alnico9,0.132413,0.313951,95.2998,1.0058,OK
776,8,12,2,7.35,0.826,SmCo28,0.170314,0.181769,94.6603,0.7494,OK
777,8,12,1,4.52,0.767,Alnico9,0.127163,0.102256,96.1723,0.592271,OK
778,14,12,1,8.17,0.834,NdFe35,,,,,OKUMA_HATA
779,4,12,2,5.56,0.75,SmCo28,0.133154,0.112157,97.1132,0.551554,OK
780,14,12,2,4.08,0.798,SmCo28,,,,,OKUMA_HATA
781,20,24,3,6.17,0.581,NdFe35,0.709315,2.95582,77.1228,2.9238,OK
782,14,12,3,4.89,0.612,SmCo28,,,,,OKUMA_HATA
783,14,12,3,7.4,0.88,Alnico9,,,,,OKUMA_HATA
784,14,12,3,4.66,0.591,NdFe35,,,,,OKUMA_HATA
785,14,12,3,4.67,0.697,Alnico9,,,,,OKUMA_HATA
786,4,12,2,8.5,0.637,Alnico9,0.0315931,0.00571,0.394554,3.62419,OK
787,16,24,3,7.76,0.828,SmCo28,0.298852,1.71621,90.9588,2.64062,OK
788,14,12,1,7.84,0.528,SmCo28,,,,,OKUMA_HATA
789,8,12,3,5.53,0.548,NdFe35,0.345482,0.752626,92.5951,1.18559,OK
790,4,12,3,4.73,0.576,SmCo28,0.181903,0.210424,96.3325,0.652729,OK
791,20,24,1,5.71,0.655,NdFe35,0.719234,0.773474,74.4028,3.17391,OK
792,20,24,3,6.94,0.847,Alnico9,0.131567,0.0319799,89.0828,0.743507,OK
793,20,24,2,5.58,0.69,Alnico9,0.128421,0.0455439,90.8047,0.679816,OK
794,8,12,3,4.51,0.815,NdFe35,0.336872,0.723223,92.3324,1.47126,OK
795,20,24,2,7.75,0.62,SmCo28,0.450735,0.91978,79.9913,1.92173,OK
796,14,12,1,6.53,0.761,NdFe35,,,,,OKUMA_HATA
797,20,24,1,6.4,0.75,NdFe35,0.62914,2.26424,73.1978,2.98821,OK
798,16,24,1,8.24,0.744,Alnico9,0.124998,0.25344,94.9007,1.12772,OK
799,16,24,3,7.01,0.743,NdFe35,0.433865,3.07952,88.0955,3.56089,OK
800,14,12,2,4.99,0.754,NdFe35,,,,,OKUMA_HATA
801,20,24,3,4.85,0.837,Alnico9,0.125874,0.0106125,89.6612,0.73288,OK
802,20,24,2,5.25,0.788,Alnico9,0.127301,0.0757081,89.5584,0.721648,OK
803,14,12,3,5.41,0.563,SmCo28,,,,,OKUMA_HATA
804,8,12,1,5.53,0.846,SmCo28,0.2818,0.503449,93.2332,1.26157,OK
805,16,24,2,7.69,0.671,SmCo28,0.352022,0.185963,88.6777,2.70188,OK
806,4,12,2,6.71,0.847,SmCo28,0.0997221,0.0625087,97.47,0.447455,OK
807,16,24,3,4.43,0.797,NdFe35,0.643491,7.9793,85.6302,5.55517,OK
808,20,24,2,8.08,0.707,NdFe35,0.374748,0.55065,79.5478,1.71561,OK
809,20,24,2,6.55,0.744,Alnico9,0.130846,0.0972735,89.8039,0.707565,OK
810,16,24,2,8.21,0.702,NdFe35,0.278667,0.789223,90.2029,2.19921,OK
811,20,24,3,7.0,0.89,Alnico9,0.131635,0.0962636,88.9248,0.748115,OK
812,20,24,1,4.82,0.765,NdFe35,0.741784,3.19117,70.5155,3.58012,OK
813,14,12,2,4.36,0.653,Alnico9,,,,,OKUMA_HATA
814,10,12,2,5.86,0.78,NdFe35,0.353034,0.288847,83.2615,0.85849,OK
815,20,24,3,6.68,0.574,Alnico9,0.131291,0.099094,92.5464,0.624574,OK
816,16,24,1,5.66,0.568,Alnico9,0.128587,0.295053,95.3298,1.01791,OK
817,8,12,1,4.92,0.789,Alnico9,0.128186,0.104189,96.1788,0.60339,OK
818,14,12,2,4.05,0.661,SmCo28,,,,,OKUMA_HATA
819,20,24,2,6.33,0.637,SmCo28,0.628046,1.34128,75.5909,2.7302,OK
820,20,24,1,8.09,0.608,SmCo28,0.390267,0.777477,82.7726,1.64482,OK
821,10,12,3,5.47,0.696,SmCo28,0.373461,0.260229,85.2301,0.853501,OK
822,20,24,1,4.56,0.804,SmCo28,0.705428,1.71367,70.2747,3.50592,OK
823,14,12,1,8.47,0.737,Alnico9,,,,,OKUMA_HATA
824,4,12,1,4.49,0.674,SmCo28,0.16695,0.0797084,96.8132,0.647633,OK
825,14,12,1,4.19,0.543,SmCo28,,,,,OKUMA_HATA
826,8,12,3,5.71,0.871,Alnico9,0.128744,0.105226,96.2758,0.638624,OK
827,10,12,2,7.31,0.63,NdFe35,0.271559,0.147023,88.3251,0.583989,OK
828,14,12,2,5.46,0.751,NdFe35,,,,,OKUMA_HATA
829,20,24,3,7.16,0.508,NdFe35,0.626104,0.374629,80.9391,2.36727,OK
830,8,12,1,7.79,0.801,NdFe35,0.146245,0.133234,95.1158,0.62963,OK
831,16,24,3,4.21,0.516,NdFe35,0.845743,13.9274,85.0409,5.59157,OK
832,4,12,2,7.07,0.787,Alnico9,0.0613026,0.0235739,0.389765,4.82609,OK
833,8,12,1,7.91,0.825,SmCo28,0.132022,0.108895,95.505,0.580798,OK
834,20,24,2,7.15,0.614,SmCo28,0.545921,1.47703,78.0354,2.31906,OK
835,4,12,1,6.89,0.878,Alnico9,0.0617418,0.0239325,98.3159,0.311923,OK
836,14,12,3,6.82,0.738,Alnico9,,,,,OKUMA_HATA
837,8,12,3,5.05,0.71,NdFe35,0.323673,0.574196,92.1587,1.28758,OK
838,14,12,1,8.28,0.88,NdFe35,,,,,OKUMA_HATA
839,8,12,2,6.75,0.678,Alnico9,0.127925,0.0366264,95.7223,0.538369,OK
840,8,12,3,4.82,0.845,SmCo28,0.314521,0.629713,92.7977,1.40891,OK
841,16,24,2,4.27,0.772,SmCo28,0.625408,7.27917,84.946,5.29367,OK
842,20,24,2,5.95,0.812,Alnico9,0.12935,0.040116,89.086,0.733667,OK
843,10,12,1,4.93,0.529,NdFe35,0.491694,0.454742,86.9659,0.963694,OK
844,20,24,2,6.25,0.524,NdFe35,0.736187,1.52818,77.6638,2.85181,OK
845,16,24,3,7.49,0.589,SmCo28,0.414634,2.77967,88.8643,2.95133,OK
846,10,12,3,6.03,0.671,NdFe35,0.360709,0.0452823,85.972,0.805548,OK
847,16,24,2,4.26,0.827,SmCo28,0.616857,7.51597,85.6834,5.46904,OK
848,14,12,2,4.35,0.777,NdFe35,,,,,OKUMA_HATA
849,20,24,2,6.45,0.571,NdFe35,0.683063,2.67295,76.8285,2.78415,OK
850,16,24,1,5.79,0.785,NdFe35,0.564476,5.95338,86.5622,4.80743,OK
851,4,12,1,5.79,0.647,NdFe35,0.139532,0.100743,97.1267,0.539335,OK
852,16,24,1,6.69,0.516,Alnico9,0.131159,0.323404,95.6515,0.975174,OK
853,4,12,2,4.06,0.597,Alnico9,0.11902,0.0904243,0.433192,5.2775,OK
854,4,12,3,7.27,0.52,Alnico9,0.0771455,0.0372977,0.481261,4.52177,OK
855,20,24,1,7.78,0.633,SmCo28,0.439147,0.689375,80.8895,1.89424,OK
856,8,12,3,6.64,0.681,NdFe35,0.2492,0.170724,93.2442,0.962425,OK
857,20,24,1,4.53,0.704,NdFe35,0.788395,2.64679,71.5792,3.63912,OK
858,16,24,3,7.24,0.539,SmCo28,0.464107,3.95709,88.9543,3.17309,OK
859,10,12,3,5.26,0.61,SmCo28,0.411103,0.404572,86.3857,0.873539,OK
860,8,12,2,5.2,0.643,Alnico9,0.129755,0.0691294,0.39707,20.7653,OK
861,4,12,2,7.17,0.831,Alnico9,0.0572172,0.020528,98.3704,0.278201,OK
862,10,12,2,4.1,0.582,NdFe35,0.515774,0.683059,84.5592,1.07016,OK
863,16,24,1,7.97,0.659,Alnico9,0.132632,0.0418475,94.5982,1.11621,OK
864,8,12,2,6.51,0.885,Alnico9,0.122651,0.095455,96.2836,0.610889,OK
865,10,12,2,5.92,0.579,NdFe35,0.392423,0.380245,86.8243,0.807692,OK
866,14,12,2,6.21,0.861,SmCo28,,,,,OKUMA_HATA
867,4,12,3,4.65,0.865,SmCo28,0.151385,0.145839,96.9367,0.692839,OK
868,16,24,3,5.46,0.817,SmCo28,0.557107,6.02146,86.9751,4.88659,OK
869,4,12,1,7.25,0.886,NdFe35,0.0813934,0.0415262,97.7268,0.376774,OK
870,8,12,2,6.85,0.635,NdFe35,0.244614,0.281321,93.2535,0.919234,OK
871,14,12,3,5.68,0.837,SmCo28,,,,,OKUMA_HATA
872,10,12,3,6.24,0.779,Alnico9,0.132143,0.0403954,92.0291,0.356356,OK
873,10,12,2,7.95,0.74,SmCo28,0.177899,0.0739077,89.3548,0.419218,OK
874,16,24,3,8.11,0.726,Alnico9,0.129442,0.240887,94.6713,1.15,OK
875,14,12,1,6.6,0.819,Alnico9,,,,,OKUMA_HATA
876,10,12,3,7.61,0.65,NdFe35,0.235614,0.0640287,89.371,0.515769,OK
877,16,24,1,4.08,0.775,Alnico9,0.122319,0.280862,95.2289,1.1847,OK
878,10,12,2,8.19,0.749,SmCo28,0.154026,0.0555674,90.1295,0.365398,OK
879,10,12,3,4.97,0.544,Alnico9,0.13031,0.0382922,94.8187,0.301808,OK
880,14,12,2,6.37,0.619,SmCo28,,,,,OKUMA_HATA
881,4,12,3,4.12,0.664,NdFe35,0.181024,0.0396004,96.6199,0.695425,OK
882,8,12,3,8.33,0.788,Alnico9,0.0640648,0.0253992,97.3645,0.292954,OK
883,16,24,1,4.04,0.6,NdFe35,0.768113,9.55238,84.0073,5.54059,OK
884,20,24,3,7.98,0.805,Alnico9,0.133098,0.0507945,89.2718,0.732505,OK
885,10,12,1,6.73,0.662,SmCo28,0.302866,0.0335543,87.5023,0.671203,OK
886,8,12,2,7.05,0.868,SmCo28,0.18413,0.213864,94.5834,0.838628,OK
887,14,12,1,5.07,0.515,NdFe35,,,,,OKUMA_HATA
888,20,24,2,4.78,0.683,NdFe35,0.780814,1.25387,71.079,3.53915,OK
889,16,24,3,6.03,0.509,Alnico9,0.129626,0.319158,95.6886,0.962461,OK
890,20,24,2,7.3,0.638,NdFe35,0.542297,0.938571,77.2575,2.34677,OK
891,20,24,2,7.17,0.659,Alnico9,0.132171,0.0167512,90.923,0.669138,OK
892,4,12,3,5.78,0.651,SmCo28,0.135846,0.0853875,97.1522,0.52559,OK
893,14,12,1,5.99,0.523,SmCo28,,,,,OKUMA_HATA
894,4,12,2,6.73,0.792,Alnico9,0.0686018,0.029575,0.390701,5.03607,OK
895,20,24,3,4.03,0.68,SmCo28,0.798276,1.12129,72.301,3.6344,OK
896,8,12,1,5.11,0.589,SmCo28,0.344293,0.730123,92.4611,1.24059,OK
897,8,12,3,8.37,0.526,SmCo28,0.139536,0.120816,95.3617,0.465523,OK
898,20,24,2,6.85,0.548,SmCo28,0.609234,1.75445,79.0418,2.42859,OK
899,10,12,3,7.49,0.757,NdFe35,0.221407,0.116612,88.142,0.528427,OK
900,20,24,3,6.01,0.727,SmCo28,0.631323,2.14108,73.8425,2.95816,OK
901,20,24,2,4.2,0.818,SmCo28,0.712417,0.959991,68.4334,3.57382,OK
902,16,24,1,8.1,0.856,Alnico9,0.125913,0.305651,0.604015,45.7259,OK
903,8,12,1,7.76,0.77,NdFe35,0.152837,0.144014,94.9847,0.640465,OK
904,20,24,1,4.87,0.767,NdFe35,0.738529,3.12828,70.5186,3.56868,OK
905,16,24,3,5.04,0.79,Alnico9,0.126361,0.302801,95.0628,1.21521,OK
906,14,12,1,5.17,0.841,SmCo28,,,,,OKUMA_HATA
907,8,12,2,6.24,0.888,NdFe35,0.235813,0.353319,93.8051,1.09047,OK
908,14,12,1,4.42,0.743,SmCo28,,,,,OKUMA_HATA
909,8,12,1,6.0,0.727,NdFe35,0.278832,0.457226,92.8596,1.12461,OK
910,4,12,1,8.46,0.6,NdFe35,0.0552029,0.0188709,97.8828,0.199071,OK
911,20,24,3,6.6,0.9,Alnico9,0.130816,0.10359,88.9814,0.747282,OK
912,10,12,2,4.6,0.871,Alnico9,0.128071,0.0353132,91.3682,0.367946,OK
913,20,24,2,7.92,0.678,SmCo28,0.394873,0.19047,79.7772,1.76906,OK
914,14,12,2,8.06,0.862,Alnico9,,,,,OKUMA_HATA
915,20,24,3,7.38,0.531,NdFe35,0.582109,1.141,80.9456,2.2601,OK
916,10,12,1,7.51,0.612,NdFe35,0.256669,0.149137,89.5303,0.54329,OK
917,14,12,1,5.51,0.655,NdFe35,,,,,OKUMA_HATA
918,20,24,1,5.47,0.854,NdFe35,0.695936,1.34407,69.5652,3.50945,OK
919,8,12,3,6.14,0.879,Alnico9,0.126717,0.101884,96.3119,0.629698,OK
920,20,24,2,6.46,0.654,SmCo28,0.60937,0.584456,75.3939,2.68691,OK
921,8,12,2,4.85,0.632,Alnico9,0.128874,0.0841086,0.400004,20.5964,OK
922,8,12,3,5.56,0.693,SmCo28,0.292415,0.370929,92.5914,1.14555,OK
923,10,12,3,7.5,0.579,NdFe35,0.268453,0.172301,89.9244,0.551454,OK
924,16,24,1,5.85,0.652,NdFe35,0.587291,1.72005,85.5361,4.43289,OK
925,4,12,3,6.58,0.665,SmCo28,0.112731,0.00866025,97.4216,0.431369,OK
926,4,12,1,4.41,0.546,Alnico9,0.121172,0.0935772,0.471764,5.43817,OK
927,16,24,2,5.82,0.641,NdFe35,0.593392,2.92606,84.9229,4.48772,OK
928,10,12,2,6.18,0.631,SmCo28,0.345111,0.241168,86.6162,0.745338,OK
929,10,12,1,7.87,0.592,NdFe35,0.224427,0.118718,90.6958,0.466305,OK
930,14,12,2,6.27,0.802,Alnico9,,,,,OKUMA_HATA
931,14,12,2,8.35,0.8,NdFe35,,,,,OKUMA_HATA
932,14,12,3,6.81,0.613,Alnico9,,,,,OKUMA_HATA
933,16,24,3,7.02,0.821,Alnico9,0.131404,0.33192,94.9893,1.26728,OK
934,14,12,3,5.59,0.542,Alnico9,,,,,OKUMA_HATA
935,14,12,2,7.35,0.601,SmCo28,,,,,OKUMA_HATA
936,8,12,3,6.07,0.772,Alnico9,0.129767,0.105252,96.0427,0.594062,OK
937,16,24,2,7.51,0.558,SmCo28,0.423568,3.19746,88.6855,2.92156,OK
938,10,12,2,4.17,0.738,Alnico9,0.126987,0.0409038,92.6222,0.346013,OK
939,16,24,1,6.06,0.809,NdFe35,0.531059,5.40846,87.233,4.61251,OK
940,10,12,1,5.09,0.768,SmCo28,0.38364,0.361499,83.487,0.927953,OK
941,8,12,3,7.59,0.563,SmCo28,0.199488,0.245586,94.3707,0.691483,OK
942,4,12,1,4.38,0.761,SmCo28,0.158112,0.15942,96.9073,0.663991,OK
943,4,12,1,7.26,0.668,Alnico9,0.0639266,0.00216879,0.428372,4.42588,OK
944,14,12,3,7.34,0.746,SmCo28,,,,,OKUMA_HATA
945,8,12,1,7.23,0.646,Alnico9,0.120551,0.0521716,0.421243,15.8531,OK
946,20,24,1,5.73,0.756,SmCo28,0.64751,2.4335,72.7147,3.10222,OK
947,4,12,2,6.88,0.711,Alnico9,0.0699499,0.0300042,0.39384,4.92503,OK
948,20,24,3,5.61,0.787,Alnico9,0.128436,0.077144,89.8992,0.720524,OK
949,4,12,3,7.63,0.57,Alnico9,0.0614451,0.023601,0.474202,4.09677,OK
950,16,24,2,4.16,0.514,NdFe35,0.85284,14.1875,84.3187,5.6077,OK
951,14,12,2,4.63,0.512,NdFe35,,,,,OKUMA_HATA
952,16,24,1,6.32,0.749,NdFe35,0.522833,4.63459,86.8373,4.31383,OK
953,16,24,2,4.94,0.772,SmCo28,0.589912,6.41513,85.4278,4.98593,OK
954,16,24,2,5.77,0.584,Alnico9,0.128877,0.281634,94.9857,1.03606,OK
955,4,12,1,4.77,0.873,NdFe35,0.153009,0.148918,96.9241,0.703054,OK
956,10,12,2,5.31,0.609,Alnico9,0.131009,0.0411945,93.828,0.317536,OK
957,10,12,2,4.74,0.67,Alnico9,0.129211,0.00475104,93.2352,0.331242,OK
958,4,12,3,4.72,0.66,SmCo28,0.163336,0.0703714,96.8114,0.625011,OK
959,16,24,3,6.64,0.862,SmCo28,0.430349,3.59494,89.1381,3.90643,OK
960,4,12,1,6.55,0.594,Alnico9,0.0874605,0.0480207,0.438192,5.10826,OK
961,16,24,1,6.02,0.834,SmCo28,0.513977,5.14416,87.7656,4.56284,OK
962,8,12,3,5.64,0.885,Alnico9,0.128627,0.105348,96.3055,0.645192,OK
963,14,12,2,4.69,0.723,Alnico9,,,,,OKUMA_HATA
964,4,12,3,7.33,0.84,NdFe35,0.0816699,0.0417932,97.5972,0.364199,OK
965,16,24,2,7.29,0.571,SmCo28,0.446396,3.45446,88.1104,3.11469,OK
966,10,12,3,7.65,0.75,Alnico9,0.116511,0.032084,92.8196,0.303898,OK
967,8,12,1,8.32,0.602,NdFe35,0.134558,0.105796,95.42,0.487502,OK
968,16,24,3,6.82,0.574,Alnico9,0.131389,0.298434,95.1104,1.03076,OK
969,16,24,3,8.42,0.589,SmCo28,0.264721,1.11841,91.3819,1.87934,OK
970,4,12,2,7.14,0.556,SmCo28,0.105961,0.0703822,96.9786,0.369253,OK
971,10,12,3,5.79,0.78,NdFe35,0.357719,0.297017,83.9108,0.870566,OK
972,8,12,2,7.05,0.616,NdFe35,0.234953,0.309455,93.4634,0.861764,OK
973,10,12,2,4.97,0.721,NdFe35,0.410875,0.401873,83.0654,0.956884,OK
974,8,12,1,4.81,0.531,NdFe35,0.399082,1.01219,92.2982,1.34715,OK
975,4,12,3,6.97,0.587,NdFe35,0.111511,0.077926,96.9861,0.397622,OK
976,20,24,3,8.15,0.791,SmCo28,0.323651,0.418156,80.3361,1.57796,OK
977,20,24,1,7.66,0.587,SmCo28,0.483951,1.32584,81.242,2.00206,OK
978,4,12,3,8.14,0.898,Alnico9,0.0347134,0.00752351,0.45493,3.4378,OK
979,20,24,2,4.13,0.858,Alnico9,0.122726,0.0505633,89.4253,0.733653,OK
980,8,12,1,6.86,0.569,SmCo28,0.246271,0.375078,93.7636,0.859132,OK
981,16,24,2,4.52,0.577,NdFe35,0.746114,9.87457,83.9986,5.28433,OK
982,10,12,2,8.1,0.853,NdFe35,0.154071,0.0312382,89.0431,0.388144,OK
983,10,12,3,8.48,0.722,SmCo28,0.131171,0.0382112,91.7171,0.304972,OK
984,20,24,1,5.93,0.569,SmCo28,0.708035,2.88587,77.7086,2.89442,OK
985,10,12,1,7.16,0.518,NdFe35,0.318942,0.12683,90.1296,0.615387,OK
986,10,12,3,5.07,0.77,SmCo28,0.384513,0.36005,83.481,0.931791,OK
987,8,12,3,5.67,0.554,Alnico9,0.131312,0.10843,0.473895,18.839,OK
988,14,12,1,6.26,0.774,Alnico9,,,,,OKUMA_HATA
989,10,12,3,5.16,0.783,Alnico9,0.130022,0.0393485,92.1749,0.356907,OK
990,14,12,2,6.27,0.719,Alnico9,,,,,OKUMA_HATA
991,16,24,2,6.08,0.684,Alnico9,0.129582,0.0986918,94.4415,1.13347,OK
992,10,12,3,5.54,0.593,NdFe35,0.412458,0.419101,86.7208,0.86116,OK
993,10,12,1,4.28,0.629,SmCo28,0.465003,0.468058,84.9158,1.00787,OK
994,8,12,3,7.96,0.73,SmCo28,0.140521,0.115275,95.2642,0.568669,OK
995,10,12,2,4.12,0.598,Alnico9,0.127218,0.0410767,94.2272,0.314602,OK
996,8,12,1,5.62,0.721,SmCo28,0.286659,0.474756,92.759,1.1521,OK
997,8,12,1,4.61,0.518,Alnico9,0.128701,0.105472,96.8182,0.481112,OK
998,10,12,1,4.56,0.813,SmCo28,0.405457,0.245061,82.0924,1.01384,OK
999,16,24,3,8.3,0.794,SmCo28,0.234772,1.02451,91.9587,2.01771,OK
1000,4,12,2,7.06,0.666,NdFe35,0.101749,0.00277905,97.5357,0.388654,OK
